[4881000, 87, 'DPPODTH1']
[4881088, 12971, 'DSPODTH1']
[4894060, 87, 'DPPODTH2']
[4894148, 9342, 'DSPODTH2']
[4903492, 87, 'DPPODTH3']
[4903580, 10954, 'DSPODTH3']
[4914536, 87, 'DPBGDTH1']
[4914624, 7129, 'DSBGDTH1']
[4921756, 87, 'DPBGDTH2']
[4921844, 9319, 'DSBGDTH2']
[4931164, 87, 'DPSGTDTH']
[4931252, 12259, 'DSSGTDTH']
[4943512, 69, 'DPBRSDTH']
[4943584, 11043, 'DSBRSDTH']
[4954628, 107, 'DPPOSACT']
[4954736, 10782, 'DSPOSACT']
[4965520, 107, 'DPBGACT']
[4965628, 10032, 'DSBGACT']
[4975660, 107, 'DPDMACT']
[4975768, 11857, 'DSDMACT']
[4987628, 38, 'DPNOWAY']
[4987668, 3918, 'DSNOWAY']
[4991588, 122, 'DPBAREXP']
[4991712, 18600, 'DSBAREXP']
[5010312, 63, 'DPPUNCH']
[5010376, 2504, 'DSPUNCH']
[5012880, 19, 'DPTINK']
[5012900, 205, 'DSTINK']
[5013108, 55, 'DPBDOPN']
[5013164, 4189, 'DSBDOPN']
[5017356, 52, 'DPBDCLS']
[5017408, 4203, 'DSBDCLS']
[5021612, 19, 'DPITMBK']
[5021632, 11183, 'DSITMBK']
[5032816, 14, 'DPGETPOW']
[5032832, 7936, 'DSGETPOW']
[5040768, 17283, 'D_E1M1']
[5058052, 36776, 'D_E1M2']
[5094828, 19276, 'D_E1M3']
[5114104, 18216, 'D_E1M4']
[5132320, 9830, 'D_E1M5']
[5142152, 9456, 'D_E1M6']
[5151608, 8591, 'D_E1M7']
[5160200, 59535, 'D_E1M8']
[5219736, 21266, 'D_E1M9']
[5241004, 29082, 'D_INTER']
[5270088, 1485, 'D_INTRO']
[5271576, 13752, 'D_VICTOR']
[5285328, 631, 'D_INTROA']
[5285960, 41, 'DPPLASMA']
[5286004, 5702, 'DSPLASMA']
[5291708, 186, 'DPBFG']
[5291896, 18259, 'DSBFG']
[5310156, 63, 'DPCACSIT']
[5310220, 17199, 'DSCACSIT']
[5327420, 133, 'DPCYBSIT']
[5327556, 13045, 'DSCYBSIT']
[5340604, 133, 'DPSPISIT']
[5340740, 12461, 'DSSPISIT']
[5353204, 65, 'DPSKLATK']
[5353272, 8810, 'DSSKLATK']
[5362084, 87, 'DPCACDTH']
[5362172, 10342, 'DSCACDTH']
[5372516, 87, 'DPSKLDTH']
[5372604, 3918, 'DSSKLDTH']
[5376524, 69, 'DPCYBDTH']
[5376596, 16589, 'DSCYBDTH']
[5393188, 69, 'DPSPIDTH']
[5393260, 33880, 'DSSPIDTH']
[5427140, 63, 'DPHOOF']
[5427204, 4071, 'DSHOOF']
[5431276, 63, 'DPMETAL']
[5431340, 8086, 'DSMETAL']
[5439428, 25930, 'D_E2M1']
[5465360, 20965, 'D_E2M2']
[5486328, 29082, 'D_E2M3']
[5515412, 6779, 'D_E2M4']
[5522192, 8591, 'D_E2M5']
[5530784, 9791, 'D_E2M6']
[5540576, 7015, 'D_E2M7']
[5547592, 46022, 'D_E2M8']
[5593616, 16650, 'D_E2M9']
[5610268, 16650, 'D_E3M1']
[5626920, 17250, 'D_E3M2']
[5644172, 28175, 'D_E3M3']
[5672348, 59535, 'D_E3M4']
[5731884, 8597, 'D_E3M5']
[5740484, 9456, 'D_E3M6']
[5749940, 7015, 'D_E3M7']
[5756956, 18194, 'D_E3M8']
[5775152, 21272, 'D_E3M9']
[5796424, 5980, 'D_BUNNY']
[5802404, 68168, 'HELP1']
[5870572, 68168, 'CREDIT']
[5938740, 66888, 'VICTORY2']
[6005628, 68168, 'TITLEPIC']
[6073796, 66888, 'PFUB1']
[6140684, 66888, 'PFUB2']
[6207572, 6152, 'END0']
[6213724, 6128, 'END1']
[6219852, 6084, 'END2']
[6225936, 6032, 'END3']
[6231968, 5936, 'END4']
[6237904, 5888, 'END5']
[6243792, 5840, 'END6']
[6249632, 68168, 'ENDPIC']
[6317800, 48, 'AMMNUM0']
[6317848, 32, 'AMMNUM1']
[6317880, 60, 'AMMNUM2']
[6317940, 60, 'AMMNUM3']
[6318000, 44, 'AMMNUM4']
[6318044, 60, 'AMMNUM5']
[6318104, 56, 'AMMNUM6']
[6318160, 52, 'AMMNUM7']
[6318212, 60, 'AMMNUM8']
[6318272, 52, 'AMMNUM9']
[6318324, 13128, 'STBAR']
[6331452, 68, 'STGNUM0']
[6331520, 64, 'STGNUM1']
[6331584, 76, 'STGNUM2']
[6331660, 72, 'STGNUM3']
[6331732, 60, 'STGNUM4']
[6331792, 72, 'STGNUM5']
[6331864, 72, 'STGNUM6']
[6331936, 72, 'STGNUM7']
[6332008, 76, 'STGNUM8']
[6332084, 72, 'STGNUM9']
[6332156, 128, 'STTMINUS']
[6332284, 320, 'STTNUM0']
[6332604, 244, 'STTNUM1']
[6332848, 336, 'STTNUM2']
[6333184, 336, 'STTNUM3']
[6333520, 316, 'STTNUM4']
[6333836, 348, 'STTNUM5']
[6334184, 340, 'STTNUM6']
[6334524, 276, 'STTNUM7']
[6334800, 348, 'STTNUM8']
[6335148, 336, 'STTNUM9']
[6335484, 328, 'STTPRCNT']
[6335812, 68, 'STYSNUM0']
[6335880, 64, 'STYSNUM1']
[6335944, 76, 'STYSNUM2']
[6336020, 72, 'STYSNUM3']
[6336092, 60, 'STYSNUM4']
[6336152, 72, 'STYSNUM5']
[6336224, 72, 'STYSNUM6']
[6336296, 72, 'STYSNUM7']
